# Sigma = 0.834509
       64.3160472532        0.0365472247
       64.8167527264        0.0383090666
       65.3174581995        0.0417641021
       65.8181636727        0.0483765442
       66.3188691459        0.0575033449
       66.8195746191        0.0658795349
       67.3202800923        0.0717701786
       67.8209855654        0.0767642509
       68.3216910386        0.0825245752
       68.8223965118        0.0889731060
       69.3231019850        0.0966675603
       69.8238074582        0.1074121704
       70.3245129314        0.1207690741
       70.8252184045        0.1322864756
       71.3259238777        0.1370146796
       71.8266293509        0.1337123232
       72.3273348241        0.1251552774
       72.8280402973        0.1156002537
       73.3287457705        0.1080770000
       73.8294512436        0.1029666364
       74.3301567168        0.0991002732
       74.8308621900        0.0959609702
       75.3315676632        0.0935315286
       75.8322731364        0.0914478464
       76.3329786096        0.0895515457
       76.8336840827        0.0879190758
       77.3343895559        0.0864421206
       77.8350950291        0.0850560361
       78.3358005023        0.0837390008
       78.8365059755        0.0822353839
       79.3372114487        0.0796967244
       79.8379169218        0.0741312718
       80.3386223950        0.0629976023
       80.8393278682        0.0460008195
       81.3400333414        0.0272395287
       81.8407388146        0.0125023799
       82.3414442878        0.0043087339
       82.8421497609        0.0010914543
       83.3428552341        0.0002003483
       83.8435607073        0.0000263952
       84.3442661805        0.0000024794
       84.8449716537        0.0000001653
       85.3456771269        0.0000000078
       85.8463826000        0.0000000003
       86.3470880732        0.0000000000
       86.8477935464        0.0000000000
       87.3484990196        0.0000000000
       87.8492044928        0.0000000000
       88.3499099659        0.0000000000
       88.8506154391        0.0000000000
       89.3513209123        0.0000000000
