# Sigma = 0.834509
      -10.7897737243        0.0000000000
      -10.2890682511        0.0000000000
       -9.7883627779        0.0000000000
       -9.2876573047        0.0000000000
       -8.7869518315        0.0000000000
       -8.2862463583        0.0000000000
       -7.7855408852        0.0000000000
       -7.2848354120        0.0000000020
       -6.7841299388        0.0000000576
       -6.2834244656        0.0000011511
       -5.7827189924        0.0000161545
       -5.2820135192        0.0001594415
       -4.7813080461        0.0011091782
       -4.2806025729        0.0054554284
       -3.7798970997        0.0190546660
       -3.2791916265        0.0475734260
       -2.7784861533        0.0857683173
       -2.2777806802        0.1135147310
       -1.7770752070        0.1133875052
       -1.2763697338        0.0894908514
       -0.7756642606        0.0599113132
       -0.2749587874        0.0378435264
        0.2257466858        0.0266650766
        0.7264521589        0.0247866476
        1.2271576321        0.0293240632
        1.7278631053        0.0375458149
        2.2285685785        0.0469569583
        2.7292740517        0.0555324201
        3.2299795249        0.0625218285
        3.7306849980        0.0682497602
        4.2313904712        0.0735159043
        4.7320959444        0.0792657854
        5.2328014176        0.0862780445
        5.7335068908        0.0951869327
        6.2342123640        0.1060474181
        6.7349178371        0.1165291866
        7.2356233103        0.1211262723
        7.7363287835        0.1150369391
        8.2370342567        0.0995354372
        8.7377397299        0.0814281917
        9.2384452031        0.0670908599
        9.7391506762        0.0581233576
       10.2398561494        0.0516134100
       10.7405616226        0.0439857806
       11.2412670958        0.0349727203
       11.7419725690        0.0273860515
       12.2426780422        0.0241907756
       12.7433835153        0.0264125690
       13.2440889885        0.0322214035
       13.7447944617        0.0384489356
       14.2454999349        0.0441907278
       14.7462054081        0.0515254483
       15.2469108812        0.0622184068
       15.7476163544        0.0760021939
       16.2483218276        0.0922808833
       16.7490273008        0.1104550465
       17.2497327740        0.1275101983
       17.7504382472        0.1377477127
       18.2511437203        0.1374950423
       18.7518491935        0.1294466756
       19.2525546667        0.1200100319
       19.7532601399        0.1133672095
       20.2539656131        0.1097870853
       20.7546710863        0.1073109355
       21.2553765594        0.1037234739
       21.7560820326        0.0991787257
       22.2567875058        0.0965638713
       22.7574929790        0.0973947979
       23.2581984522        0.0993519850
       23.7589039254        0.0991374800
       24.2596093985        0.0959501705
       24.7603148717        0.0921270312
       25.2610203449        0.0912060656
       25.7617258181        0.0939627314
       26.2624312913        0.0961995119
       26.7631367645        0.0925406235
       27.2638422376        0.0818963628
       27.7645477108        0.0682620343
       28.2652531840        0.0574096688
       28.7659586572        0.0519156781
       29.2666641304        0.0489154982
       29.7673696036        0.0448838813
       30.2680750767        0.0410346439
       30.7687805499        0.0411384600
       31.2694860231        0.0456541272
       31.7701914963        0.0502712449
       32.2708969695        0.0506387241
       32.7716024426        0.0476901159
       33.2723079158        0.0466398983
       33.7730133890        0.0503660823
       34.2737188622        0.0555909110
       34.7744243354        0.0572515670
       35.2751298086        0.0551800415
       35.7758352817        0.0541535875
       36.2765407549        0.0576488490
       36.7772462281        0.0630498119
       37.2779517013        0.0652024942
       37.7786571745        0.0640745272
       38.2793626477        0.0645894898
       38.7800681208        0.0691551615
       39.2807735940        0.0744762168
       39.7814790672        0.0769114089
       40.2821845404        0.0782482121
       40.7828900136        0.0826718340
       41.2835954868        0.0901637257
       41.7843009599        0.0980548927
       42.2850064331        0.1071414202
       42.7857119063        0.1200645223
       43.2864173795        0.1341702919
       43.7871228527        0.1414585667
       44.2878283259        0.1364075763
       44.7885337990        0.1212214228
       45.2892392722        0.1030081253
       45.7899447454        0.0872357732
       46.2906502186        0.0751291129
       46.7913556918        0.0657053499
       47.2920611650        0.0573756181
       47.7927666381        0.0481332618
       48.2934721113        0.0365591673
       48.7941775845        0.0235187072
       49.2948830577        0.0120731749
       49.7955885309        0.0047290176
       50.2962940040        0.0013718544
       50.7969994772        0.0002912688
       51.2977049504        0.0000641048
       51.7984104236        0.0001440593
       52.2991158968        0.0006937837
       52.7998213700        0.0025490060
       53.3005268431        0.0070958416
       53.8012323163        0.0155130938
       54.3019377895        0.0279469581
       54.8026432627        0.0434660929
       55.3033487359        0.0596121712
       55.8040542091        0.0716744886
       56.3047596822        0.0754709931
       56.8054651554        0.0715713139
       57.3061706286        0.0641548758
       57.8068761018        0.0570351131
       58.3075815750        0.0521005436
       58.8082870482        0.0490482288
       59.3089925213        0.0464789340
       59.8096979945        0.0441830587
       60.3104034677        0.0428624691
       60.8111089409        0.0419692955
       61.3118144141        0.0404952510
       61.8125198873        0.0390851411
       62.3132253604        0.0386024904
       62.8139308336        0.0382053443
       63.3146363068        0.0370441477
       63.8153417800        0.0360888852
